relative_path,split,actor_group,label,size_bytes,sha256,width,height,fps,frame_count,duration_seconds,codec,valid,error,reason
normal/normal-22.mp4,train,B_light_blue,0,4475512,71f42ba95e19589e152e5a74ca49ac13e4b2917fa0780254fec55b518e135129,640,480,30.0,337,11.233333333333333,FMP4,True,,Primary light-blue-shirt actor and connected takes
normal/normal-23.mp4,val,H_navy_cap,0,4308190,263645ffc8d370b85bc3cc922b0aa4b265894e16e3f5eea2b689f59b3e22c078,640,480,30.0,318,10.6,FMP4,True,,Primary navy-cap actor and connected takes
normal/normal-24.mp4,train,A_checkered,0,3565390,d26f07d724520bad19b05cdc0a10b2842fd911c102be30327243362102738b4f,640,480,30.0,320,10.666666666666666,FMP4,True,,Primary checkered-shirt actor and connected takes
normal/normal-25.mp4,excluded,excluded_context,0,3204077,81e3fc7bf84854063b2be459fa5ae6d11f04343ec2fc11949a1e4755b8ed3675,640,480,30.0,314,10.466666666666667,FMP4,True,,Context/background-only or unsuitable active-person evidence
normal/normal-26.mp4,excluded,excluded_context,0,4172827,58815322391be2dec753a410b6e119882b6f778ac163d1f8c1b601096e4ffebe,640,480,30.0,333,11.1,FMP4,True,,Context/background-only or unsuitable active-person evidence
normal/normal-27.mp4,excluded,excluded_context,0,3756264,07d5dedec8b1a391627acaae5af71a7eb4fd6f896164aa6b1ac856b45e0f0f7c,640,480,30.0,321,10.7,FMP4,True,,Context/background-only or unsuitable active-person evidence
normal/normal-28.mp4,excluded,excluded_context,0,2461347,58e15d95cdd43295a6caf315f41af79dce142c5fe050a2ca573cc60c0580c71c,640,480,30.0,318,10.6,FMP4,True,,Context/background-only or unsuitable active-person evidence
normal/normal-29.mp4,excluded,excluded_context,0,4174406,594aba404d570715250292d6f5d406741e6ad06735b97c3458e710f33dd5d4f5,640,480,30.0,323,10.766666666666667,FMP4,True,,Context/background-only or unsuitable active-person evidence
normal/normal-30.mp4,val,G_brown_plaid,0,4044553,9cbe1c43896cf189170d11445e76437a16e0c763c07a62d2b9b3f12388bbfe87,640,480,30.0,325,10.833333333333334,FMP4,True,,Primary brown-plaid/masked actor
normal/normal-31.mp4,test,F_gray_backpack,0,5112648,6f1065551a84cb11666942501d3d3ea3a0a11a3fe4d7a85fa23e6bacfbd0c4f2,640,480,30.0,361,12.033333333333333,FMP4,True,,Primary gray-plaid/backpack actor
normal/normal-32.mp4,test,F_gray_backpack,0,4801602,2cf0c39f48b4ac888ea5b1665fef5b13b6308dc3906dcdba8e43375e2e2ada13,640,480,30.0,351,11.7,FMP4,True,,Primary gray-plaid/backpack actor
normal/normal-33.mp4,test,F_gray_backpack,0,3138126,7e7c39a05d3eaf158dc07c8aa2bf7f2c64d64cbdb839aab1235aed39aa83c6f1,640,480,30.0,232,7.733333333333333,FMP4,True,,Primary gray-plaid/backpack actor
normal/normal-34.mp4,test,F_gray_backpack,0,4472523,785c8173ce056468f6647a1de4699b6708eae8892a06619bfa2f614fcf0e0efa,640,480,30.0,290,9.666666666666666,FMP4,True,,Primary gray-plaid/backpack actor
normal/normal-35.mp4,val,H_navy_cap,0,4894992,f474e0041921422d33f65960cef023334e931548ee5a493b96fa6ce53b0dfa59,640,480,30.0,329,10.966666666666667,FMP4,True,,Primary navy-cap actor and connected takes
normal/normal-36.mp4,val,H_navy_cap,0,5224549,4544753e56f5172aa9cfc0645519ee66e974f6f57a49d620dc307dcbf0e99cf7,640,480,30.0,366,12.2,FMP4,True,,Primary navy-cap actor and connected takes
normal/normal-37.mp4,val,G_brown_plaid,0,4489303,24a0dece179ad4337a501739a5070b39137720ece9d49922a419e28084cfba22,640,480,30.0,311,10.366666666666667,FMP4,True,,Primary brown-plaid/masked actor
normal/normal-38.mp4,val,G_brown_plaid,0,4376901,fcd11a96f6535a5a557eb7b55a6a72d121107f66c0035a4225bd0ec39503353e,640,480,30.0,315,10.5,FMP4,True,,Primary brown-plaid/masked actor
normal/normal-39.mp4,excluded,excluded_context,0,1558900,21ab6b05e47849c735f8ea7bf41a5533fe7325163d0a4fe2d54f47d89ff53dde,640,480,30.0,312,10.4,FMP4,True,,Context/background-only or unsuitable active-person evidence
normal/normal-40.mp4,test,IJK_connected_session,0,1981669,50c2daae128479754a8f06c2a7777793d2d618b64457f7dda8687db77f1c2bdb,640,480,30.0,157,5.233333333333333,FMP4,True,,"Red, green, and blue actors co-occur in one connected session"
normal/normal-41.mp4,test,IJK_connected_session,0,4052620,a4145862da65674264d8dff7bb844ae41b95c6deff4d33edc95c82fadd515b8a,640,480,30.0,357,11.9,FMP4,True,,"Red, green, and blue actors co-occur in one connected session"
normal/normal-42.mp4,test,IJK_connected_session,0,3043443,f6f2fa4bcd11588e7c30e40d90c8a669fb5d4b38a813b9e7d8c6c7b13e2cc1d0,640,480,30.0,339,11.3,FMP4,True,,"Red, green, and blue actors co-occur in one connected session"
normal/normal-43.mp4,val,H_navy_cap,0,7406383,59a34e5b621e20e09c1e34275c4bcb370b26ea1480d3f52ed4aa64f6fd4d1ad2,640,480,30.0,620,20.666666666666668,FMP4,True,,Primary navy-cap actor and connected takes
normal/normal-44.mp4,train,A_checkered,0,3859608,a0f52f11527a9a0bf019ddea52ed675e68ddc07934a518aefa155820685fafa7,640,480,30.0,349,11.633333333333333,FMP4,True,,Primary checkered-shirt actor and connected takes
normal/normal-45.mp4,train,A_checkered,0,4318673,22f00a0c02ec70de2fe175861bf4d0cc413f54e027ae9b9c32004f858ba649a8,640,480,30.0,316,10.533333333333333,FMP4,True,,Primary checkered-shirt actor and connected takes
normal/normal-46.mp4,train,A_checkered,0,3879139,7077724422aa18e5ce83a50e01af5335774217f10a4c4aae0c66097f4c3acad4,640,480,30.0,347,11.566666666666666,FMP4,True,,Primary checkered-shirt actor and connected takes
normal/normal-47.mp4,train,A_checkered,0,2867560,a637d83bf1aeb24bc8d9a524ae71c16dbf6d5ea1d97cb618e542e86565abcf8e,640,480,30.0,321,10.7,FMP4,True,,Primary checkered-shirt actor and connected takes
normal/normal-48.mp4,train,A_checkered,0,2747186,079b58c468217e734384915ee5b243e531973ede257d99422729769b9679947e,640,480,30.0,320,10.666666666666666,FMP4,True,,Primary checkered-shirt actor and connected takes
normal/normal-49.mp4,train,A_checkered,0,3218678,f8cda07fb42e657ba82acfeb0db5ee887226432a1b0eab675d9fbe1d6fd50f00,640,480,30.0,349,11.633333333333333,FMP4,True,,Primary checkered-shirt actor and connected takes
normal/normal-50.mp4,train,A_checkered,0,3169128,be6f313d9d8aeb87f0a3b61a69cffe0add61e4819509b6b68e8533f5162987ba,640,480,30.0,320,10.666666666666666,FMP4,True,,Primary checkered-shirt actor and connected takes
normal/normal-51.mp4,excluded,excluded_exact_duplicate,0,3169128,be6f313d9d8aeb87f0a3b61a69cffe0add61e4819509b6b68e8533f5162987ba,640,480,30.0,320,10.666666666666666,FMP4,True,,"Bit-identical duplicate; retained sources are N50, N44, and N55"
normal/normal-52.mp4,excluded,excluded_exact_duplicate,0,3859608,a0f52f11527a9a0bf019ddea52ed675e68ddc07934a518aefa155820685fafa7,640,480,30.0,349,11.633333333333333,FMP4,True,,"Bit-identical duplicate; retained sources are N50, N44, and N55"
normal/normal-53.mp4,train,A_checkered,0,3120979,17441c6fac69203f9706d7783b5caba90a5ca57131545dc07ed50b30ef1cdfbf,640,480,30.0,321,10.7,FMP4,True,,Primary checkered-shirt actor and connected takes
normal/normal-54.mp4,train,B_light_blue,0,3849471,4d08ca5e3d4c286f89ea5129aa16def2dbdbe7315e19d065b25c473e42b63d5e,640,480,30.0,358,11.933333333333334,FMP4,True,,Primary light-blue-shirt actor and connected takes
normal/normal-55.mp4,train,B_light_blue,0,2747489,59ad527d54207857bd184b0df651f83ad6ff61ad7fda49bdf5dee00def891d87,640,480,30.0,358,11.933333333333334,FMP4,True,,Primary light-blue-shirt actor and connected takes
normal/normal-56.mp4,excluded,excluded_exact_duplicate,0,2747489,59ad527d54207857bd184b0df651f83ad6ff61ad7fda49bdf5dee00def891d87,640,480,30.0,358,11.933333333333334,FMP4,True,,"Bit-identical duplicate; retained sources are N50, N44, and N55"
normal/normal-57.mp4,train,B_light_blue,0,3638434,f6da5216b52d45aba39f3c2e4a1e2ec458a29a4ff8a78a3a8d9b9925292a9f3f,640,480,30.0,336,11.2,FMP4,True,,Primary light-blue-shirt actor and connected takes
normal/normal-58.mp4,train,B_light_blue,0,3521766,ba017ae94a44bb2a96cafa4049920d627a1677d030fbebf30fd3a4fdcb8861bb,640,480,30.0,336,11.2,FMP4,True,,Primary light-blue-shirt actor and connected takes
normal/normal-59.mp4,train,B_light_blue,0,3946541,3bc1f30305da5837fc7f45fa1da2a3f25f529f5dfc20092863aebd34f7aa36c6,640,480,30.0,337,11.233333333333333,FMP4,True,,Primary light-blue-shirt actor and connected takes
normal/normal-60.mp4,train,B_light_blue,0,4093031,38c2e8e9e6e2d73d2a01938a9cdab74cc2257e61f5874b3fafcbde0d557df635,640,480,30.0,305,10.166666666666666,FMP4,True,,Primary light-blue-shirt actor and connected takes
normal/normal-61.mp4,train,B_light_blue,0,3532182,3fd4565b6051828097911d1777250e06020afdaeba10e8abffd31823cce3a05c,640,480,30.0,336,11.2,FMP4,True,,Primary light-blue-shirt actor and connected takes
normal/normal-62.mp4,train,B_light_blue,0,3793185,60106320b7b935cfc99cf9f0967175efef3d56e3f4210cc1a191fd8dfb937626,640,480,30.0,337,11.233333333333333,FMP4,True,,Primary light-blue-shirt actor and connected takes
normal/normal-63.mp4,train,B_light_blue,0,4562658,0dc7615fef67ac185e71581c2787afb36b005de200eb791a846d7ccd5169b968,640,480,30.0,337,11.233333333333333,FMP4,True,,Primary light-blue-shirt actor and connected takes
normal/normal-64.mp4,train,B_light_blue,0,4440017,1a52be6b7cb4acd03d8821f630222cc6166ee2c70503c57a01651f5157dff617,640,480,30.0,337,11.233333333333333,FMP4,True,,Primary light-blue-shirt actor and connected takes
normal/normal-65.mp4,train,C_purple,0,3136662,fd2999d58976a433cf125ea60a148aa326440bcd9c35be55135b19aab317de26,640,480,30.0,346,11.533333333333333,FMP4,True,,Primary purple-shirt actor and connected takes
normal/normal-66.mp4,train,C_purple,0,2204303,8b05deb6a04a47a4ed77a210cc8ce9db266c20a4fe08727e2aca65ff0a660ce0,640,480,30.0,311,10.366666666666667,FMP4,True,,Primary purple-shirt actor and connected takes
normal/normal-67.mp4,train,C_purple,0,2446597,8b314d4389dda5f1547132eaf5c8bdeb09344f8b5fc8f8767867d54386201174,640,480,30.0,346,11.533333333333333,FMP4,True,,Primary purple-shirt actor and connected takes
normal/normal-68.mp4,train,C_purple,0,2639719,cf339a0e94b9919819054d55160e33a1298b3c32e8c795c2606fc0e76b8f12a9,640,480,30.0,380,12.666666666666666,FMP4,True,,Primary purple-shirt actor and connected takes
normal/normal-69.mp4,train,C_purple,0,3675877,8305290a86d32ea4664d395e85a00ab3521c30b30be9547680404f2281f9c6e8,640,480,30.0,325,10.833333333333334,FMP4,True,,Primary purple-shirt actor and connected takes
normal/normal-70.mp4,train,D_navy_stripe,0,3685074,33bff8bd051e0f51ea9946dd8b7686d526ecc685a3f411abea3232e8c1bd55f0,640,480,30.0,321,10.7,FMP4,True,,Primary navy/striped-shirt actor and connected takes
normal/normal-71.mp4,train,D_navy_stripe,0,3335625,2ae89dba27a0e6fe4c3bbe7875c988aa969abfbc6dde1aea61b5780de74dc1d8,640,480,30.0,341,11.366666666666667,FMP4,True,,Primary navy/striped-shirt actor and connected takes
normal/normal-72.mp4,train,D_navy_stripe,0,3180554,a87ceeeff2c30ed89f8c12e6ca249f9a9605f06091213c264c9daed5080fabde,640,480,30.0,341,11.366666666666667,FMP4,True,,Primary navy/striped-shirt actor and connected takes
normal/normal-73.mp4,train,D_navy_stripe,0,4007488,3f126642ba5408978d63f2c5b813fb500d30cd21f73f69845a53a26af08c96d3,640,480,30.0,319,10.633333333333333,FMP4,True,,Primary navy/striped-shirt actor and connected takes
normal/normal-74.mp4,train,D_navy_stripe,0,3872932,121b76f4cdea64b84d4f0d570996b555f41558420a9f419eeeaaae65ff18705b,640,480,30.0,325,10.833333333333334,FMP4,True,,Primary navy/striped-shirt actor and connected takes
normal/normal-75.mp4,train,D_navy_stripe,0,4018274,fe0052038a47f67d12c1f43c8fd794408708a15782f870c9133a1241cc075578,640,480,30.0,350,11.666666666666666,FMP4,True,,Primary navy/striped-shirt actor and connected takes
normal/normal-76.mp4,train,D_navy_stripe,0,3229189,3104427d843f0c8ec5afd2b98dda38497233c97f47f224cccfb0c9142d66ccf5,640,480,30.0,315,10.5,FMP4,True,,Primary navy/striped-shirt actor and connected takes
normal/normal-77.mp4,train,D_navy_stripe,0,3836395,796e7fe1ff54fb19caacf6e7147c1a7d49cf025c4d609a63f944e033955d43f1,640,480,30.0,350,11.666666666666666,FMP4,True,,Primary navy/striped-shirt actor and connected takes
normal/normal-78.mp4,train,D_navy_stripe,0,3313840,bb3e6f0e1b28288afb887f8c9fadecbc8d5fbf2cc89ccb92667b6bb8d7aab771,640,480,30.0,316,10.533333333333333,FMP4,True,,Primary navy/striped-shirt actor and connected takes
normal/normal-79.mp4,train,D_navy_stripe,0,3806413,dcf3cceb55c0069afe063c8ef020cfab7f7609992ff792dc6ffb7c19054f0a17,640,480,30.0,351,11.7,FMP4,True,,Primary navy/striped-shirt actor and connected takes
normal/normal-80.mp4,train,D_navy_stripe,0,3330616,0b8e8ea2660174bd585590648afea292461a2d4b8a05397eefbd699d824ad69d,640,480,30.0,316,10.533333333333333,FMP4,True,,Primary navy/striped-shirt actor and connected takes
normal/normal-81.mp4,train,D_navy_stripe,0,3732295,83c2b802f38e398ff405698018a79693b53762da36a13d92f430e80b21749c9c,640,480,30.0,351,11.7,FMP4,True,,Primary navy/striped-shirt actor and connected takes
normal/normal-82.mp4,train,D_navy_stripe,0,3763328,eb01ad89db3d33d7d4584888c767cf9e3b8399ea4f061b10029b5fef0f82df80,640,480,30.0,351,11.7,FMP4,True,,Primary navy/striped-shirt actor and connected takes
normal/normal-83.mp4,train,D_navy_stripe,0,3523387,08bc8ca8f8650bf0d636a3cb8ded453210ba53f288011f56951fae78123e9960,640,480,30.0,316,10.533333333333333,FMP4,True,,Primary navy/striped-shirt actor and connected takes
normal/normal-84.mp4,train,D_navy_stripe,0,3321097,1b59d35310c8d567991ada193f6ddeddb53eaa59c831414f0921c578439b9e27,640,480,30.0,315,10.5,FMP4,True,,Primary navy/striped-shirt actor and connected takes
normal/normal-85.mp4,train,E_older_plaid,0,3613216,2e1fc1ee2f7c6bc6a3233d90eae91e2441dde15479b21401c4bda851f928a0c5,640,480,30.0,350,11.666666666666666,FMP4,True,,Older plaid-shirt actor; normal-only group
normal/normal-86.mp4,train,E_older_plaid,0,3632321,c71231c058ec9a3e6f9031081c18eb3fae8035c2f207d2807a464f594d2a34e6,640,480,30.0,350,11.666666666666666,FMP4,True,,Older plaid-shirt actor; normal-only group
normal/normal-87.mp4,excluded,excluded_cross_group,0,3973893,d6acff9591a87d8677817f063e276a4d38da06c357068e0beafc293dec1537c3,640,480,30.0,349,11.633333333333333,FMP4,True,,Multiple primary actors cross the reviewed train/test groups
normal/normal-88.mp4,val,G_brown_plaid,0,3320955,7b462ac8fa454931b8f51d09db45e1f80be81384ca8f9ec3a35402a3673e5bf1,640,480,30.0,316,10.533333333333333,FMP4,True,,Primary brown-plaid/masked actor
normal/normal-89.mp4,ood,HR_new_scene,0,24554832,7776760bccc3faf67a678c36f9d4eac45aedbc0e46aba6d99b9f5507bcdf62c1,1920,1080,30.0,506,16.866666666666667,FMP4,True,,Locked 1920x1080 new-scene holdout opened after model selection
normal/normal-90.mp4,ood,HR_new_scene,0,19492749,823badbf0c5b85ff202b9c2fefd63af11443e71e83c52d132376f6970320fabb,1920,1080,30.0,620,20.666666666666668,FMP4,True,,Locked 1920x1080 new-scene holdout opened after model selection
shoplifting/shoplifting-1.mp4,train,D_navy_stripe,1,2904596,267d5ae4976a52e46675225cd860c5442697a98cdfb01c266a1460442ee62a15,640,480,30.0,311,10.366666666666667,FMP4,True,,Primary navy/striped-shirt actor and connected takes
shoplifting/shoplifting-2.mp4,val,H_navy_cap,1,4835690,00258ea84c4163b7fee32ed1e3dfdb614ed3565f023b5251280d5a746b5da3e7,640,480,30.0,341,11.366666666666667,FMP4,True,,Primary navy-cap actor and connected takes
shoplifting/shoplifting-3.mp4,val,G_brown_plaid,1,4139065,fa8fadd3c211e44d959f53005ed53617730fdf243ec92128aae7b52700f61d39,640,480,30.0,335,11.166666666666666,FMP4,True,,Primary brown-plaid/masked actor
shoplifting/shoplifting-4.mp4,val,H_navy_cap,1,4616310,9bf4e4262339196556c8aedaf8f8f9b6180d66e775e7d3e9ff475b4319e5dee2,640,480,30.0,343,11.433333333333334,FMP4,True,,Primary navy-cap actor and connected takes
shoplifting/shoplifting-5.mp4,test,IJK_connected_session,1,3892598,acb6645121f76fcf9f7a17d7c39097bede70a8bc40a2148bd51613506038be1e,640,480,30.0,357,11.9,FMP4,True,,"Red, green, and blue actors co-occur in one connected session"
shoplifting/shoplifting-6.mp4,test,IJK_connected_session,1,3694096,75d20c965711f501186057152d8ffbdf37fb8f1c31dad93806c52765d516f2ad,640,480,30.0,334,11.133333333333333,FMP4,True,,"Red, green, and blue actors co-occur in one connected session"
shoplifting/shoplifting-7.mp4,test,IJK_connected_session,1,3647701,5480706f53ce66af3b1aa9ea772f7c5540df2dd7f0eff91f67ad233965140353,640,480,30.0,342,11.4,FMP4,True,,"Red, green, and blue actors co-occur in one connected session"
shoplifting/shoplifting-8.mp4,train,A_checkered,1,4444058,5becb80e65439c856b520eea49c7af55e80edeafc110b246d482da63c62726b2,640,480,30.0,316,10.533333333333333,FMP4,True,,Primary checkered-shirt actor and connected takes
shoplifting/shoplifting-9.mp4,train,A_checkered,1,4881150,ce17a98a96fae8f2105c52d2ff3b1e730f1dc6e6145bece91dadd15700a44134,640,480,30.0,354,11.8,FMP4,True,,Primary checkered-shirt actor and connected takes
shoplifting/shoplifting-10.mp4,train,B_light_blue,1,4251641,969d2d31f1ead328dce9f63b8ae1573d4a53a4bd470508b9c0b7cff878a7fe7b,640,480,30.0,321,10.7,FMP4,True,,Primary light-blue-shirt actor and connected takes
shoplifting/shoplifting-11.mp4,train,B_light_blue,1,4581503,7cea9c09f87cf55c445f1e62f6022a1d09c6afbbdb86417888f46fcd359e5642,640,480,30.0,344,11.466666666666667,FMP4,True,,Primary light-blue-shirt actor and connected takes
shoplifting/shoplifting-12.mp4,train,B_light_blue,1,4457496,ac058ebaf7525e5c2e5fc9e9f2639ebaa1388f60039474b7e7db1fc55a9deb10,640,480,30.0,322,10.733333333333333,FMP4,True,,Primary light-blue-shirt actor and connected takes
shoplifting/shoplifting-13.mp4,train,B_light_blue,1,2832870,b5db4033c940fb3a41f9c1c3c31d665a2fd9d7c8d8d49a60dbc67e7ef7107a21,640,480,30.0,334,11.133333333333333,FMP4,True,,Primary light-blue-shirt actor and connected takes
shoplifting/shoplifting-14.mp4,train,C_purple,1,2492866,68b545bce7032188a8cd42ba79fed07d8b585fe26ea5cd2c704cf77b05c04878,640,480,30.0,325,10.833333333333334,FMP4,True,,Primary purple-shirt actor and connected takes
shoplifting/shoplifting-15.mp4,train,C_purple,1,2001025,1c098eab92230b2fa99cac7905710614db6bdafb651e32b77f38a907f692f995,640,480,30.0,312,10.4,FMP4,True,,Primary purple-shirt actor and connected takes
shoplifting/shoplifting-16.mp4,train,D_navy_stripe,1,3313105,dfef8e00bec5bf3ec5ac8b5bd9a37996fe3561ffd1b60ae6a8c24ce4059c3dd4,640,480,30.0,306,10.2,FMP4,True,,Primary navy/striped-shirt actor and connected takes
shoplifting/shoplifting-17.mp4,train,D_navy_stripe,1,3156453,1c60ee6f23b092319012c43841e22d61436fb5c86d0f441b00196455fbd7b577,640,480,30.0,321,10.7,FMP4,True,,Primary navy/striped-shirt actor and connected takes
shoplifting/shoplifting-18.mp4,train,D_navy_stripe,1,3015841,df5ebf89fd1b2b79dccdf7e787b2a3ef03270391a17e1dddbe4930cc79424c3c,640,480,30.0,341,11.366666666666667,FMP4,True,,Primary navy/striped-shirt actor and connected takes
shoplifting/shoplifting-19.mp4,train,D_navy_stripe,1,3657163,f134cc44afc044705dfba39dda1b3efe8b632d95ad0a8af7c553483cd1909bb5,640,480,30.0,305,10.166666666666666,FMP4,True,,Primary navy/striped-shirt actor and connected takes
shoplifting/shoplifting-20.mp4,train,D_navy_stripe,1,3100137,0b139d0a3d6c0c9c99b4ad5e24d916f202d64fa3cced0f9a351775aecd29e063,640,480,30.0,335,11.166666666666666,FMP4,True,,Primary navy/striped-shirt actor and connected takes
shoplifting/shoplifting-21.mp4,train,A_checkered,1,3431611,74f45cdaf91b3b7cdef08a36525c8fae6780efcc586c261f9df9176de829d9f6,640,480,30.0,320,10.666666666666666,FMP4,True,,Primary checkered-shirt actor and connected takes
shoplifting/shoplifting-22.mp4,train,C_purple,1,2623353,40ee80a17425e6d1dd31f86f7bc953039a4d3ddb0aaf529d70413a8175d4f1bf,640,480,30.0,326,10.866666666666667,FMP4,True,,Primary purple-shirt actor and connected takes
shoplifting/shoplifting-23.mp4,train,D_navy_stripe,1,3172191,3cd25e2fc9ba65da886d1d1a15015dfaa3f1849f518a59c4593f0d2440449b45,640,480,30.0,335,11.166666666666666,FMP4,True,,Primary navy/striped-shirt actor and connected takes
shoplifting/shoplifting-24.mp4,test,IJK_connected_session,1,3477102,e8475e528a16df7b04aa94c17f049c8cb568319ae34dac25359ef7b239590e80,640,480,30.0,327,10.9,FMP4,True,,"Red, green, and blue actors co-occur in one connected session"
shoplifting/shoplifting-25.mp4,train,D_navy_stripe,1,3124628,d7a0fa54cbfc523d6b778f12f2f5ee7d86197190f35258c9b83e8ed82fb932a4,640,480,30.0,335,11.166666666666666,FMP4,True,,Primary navy/striped-shirt actor and connected takes
shoplifting/shoplifting-26.mp4,test,IJK_connected_session,1,3424360,2a9fb4060616a2522a5dc26817c9029d65c3e293bc4091455be84beaaf5ddf6c,640,480,30.0,320,10.666666666666666,FMP4,True,,"Red, green, and blue actors co-occur in one connected session"
shoplifting/shoplifting-27.mp4,test,IJK_connected_session,1,3497557,3af961bef5060167f4e66a47f4ccc5c38bd4380c5b88cfda70a7801186d978b7,640,480,30.0,309,10.3,FMP4,True,,"Red, green, and blue actors co-occur in one connected session"
shoplifting/shoplifting-28.mp4,test,IJK_connected_session,1,3899719,a61def3e743ba8c5da0eebd02452f4e381bc426eed641b8fe99ea58f1a9a97d5,640,480,30.0,334,11.133333333333333,FMP4,True,,"Red, green, and blue actors co-occur in one connected session"
shoplifting/shoplifting-29.mp4,train,A_checkered,1,4671679,34af243941e35de6b05bcced6b9391382cb7128cd92f3664ed208b6e005063cf,640,480,30.0,347,11.566666666666666,FMP4,True,,Primary checkered-shirt actor and connected takes
