relative_path,split,actor_group,reason
shoplifting/shoplifting-47.mp4,test,IJK_connected_session,"Red, green, and blue actors co-occur in one connected session"
shoplifting/shoplifting-48.mp4,test,IJK_connected_session,"Red, green, and blue actors co-occur in one connected session"
shoplifting/shoplifting-50.mp4,qualitative,qualitative_new_angle,Positive-only different computer-lab angle; qualitative probe
shoplifting/shoplifting-51.mp4,test,IJK_connected_session,"Red, green, and blue actors co-occur in one connected session"
shoplifting/shoplifting-52.mp4,train,A_checkered,Primary checkered-shirt actor and connected takes
shoplifting/shoplifting-53.mp4,train,A_checkered,Primary checkered-shirt actor and connected takes
shoplifting/shoplifting-54.mp4,train,A_checkered,Primary checkered-shirt actor and connected takes
shoplifting/shoplifting-55.mp4,train,A_checkered,Primary checkered-shirt actor and connected takes
shoplifting/shoplifting-56.mp4,train,A_checkered,Primary checkered-shirt actor and connected takes
shoplifting/shoplifting-57.mp4,train,A_checkered,Primary checkered-shirt actor and connected takes
shoplifting/shoplifting-58.mp4,train,A_checkered,Primary checkered-shirt actor and connected takes
shoplifting/shoplifting-59.mp4,train,A_checkered,Primary checkered-shirt actor and connected takes
shoplifting/shoplifting-60.mp4,train,B_light_blue,Primary light-blue-shirt actor and connected takes
shoplifting/shoplifting-61.mp4,train,B_light_blue,Primary light-blue-shirt actor and connected takes
shoplifting/shoplifting-62.mp4,train,B_light_blue,Primary light-blue-shirt actor and connected takes
shoplifting/shoplifting-63.mp4,train,B_light_blue,Primary light-blue-shirt actor and connected takes
shoplifting/shoplifting-64.mp4,train,B_light_blue,Primary light-blue-shirt actor and connected takes
shoplifting/shoplifting-65.mp4,train,B_light_blue,Primary light-blue-shirt actor and connected takes
shoplifting/shoplifting-66.mp4,train,B_light_blue,Primary light-blue-shirt actor and connected takes
shoplifting/shoplifting-67.mp4,train,B_light_blue,Primary light-blue-shirt actor and connected takes
shoplifting/shoplifting-68.mp4,train,B_light_blue,Primary light-blue-shirt actor and connected takes
shoplifting/shoplifting-69.mp4,train,B_light_blue,Primary light-blue-shirt actor and connected takes
shoplifting/shoplifting-70.mp4,train,B_light_blue,Primary light-blue-shirt actor and connected takes
shoplifting/shoplifting-71.mp4,train,C_purple,Primary purple-shirt actor and connected takes
shoplifting/shoplifting-72.mp4,train,C_purple,Primary purple-shirt actor and connected takes
shoplifting/shoplifting-73.mp4,train,C_purple,Primary purple-shirt actor and connected takes
shoplifting/shoplifting-74.mp4,train,C_purple,Primary purple-shirt actor and connected takes
shoplifting/shoplifting-75.mp4,train,C_purple,Primary purple-shirt actor and connected takes
shoplifting/shoplifting-76.mp4,train,C_purple,Primary purple-shirt actor and connected takes
shoplifting/shoplifting-77.mp4,train,C_purple,Primary purple-shirt actor and connected takes
shoplifting/shoplifting-78.mp4,train,C_purple,Primary purple-shirt actor and connected takes
shoplifting/shoplifting-79.mp4,train,D_navy_stripe,Primary navy/striped-shirt actor and connected takes
shoplifting/shoplifting-80.mp4,train,D_navy_stripe,Primary navy/striped-shirt actor and connected takes
shoplifting/shoplifting-81.mp4,train,D_navy_stripe,Primary navy/striped-shirt actor and connected takes
shoplifting/shoplifting-82.mp4,train,D_navy_stripe,Primary navy/striped-shirt actor and connected takes
shoplifting/shoplifting-83.mp4,train,D_navy_stripe,Primary navy/striped-shirt actor and connected takes
shoplifting/shoplifting-84.mp4,train,D_navy_stripe,Primary navy/striped-shirt actor and connected takes
shoplifting/shoplifting-85.mp4,train,D_navy_stripe,Primary navy/striped-shirt actor and connected takes
shoplifting/shoplifting-86.mp4,train,D_navy_stripe,Primary navy/striped-shirt actor and connected takes
shoplifting/shoplifting-87.mp4,train,D_navy_stripe,Primary navy/striped-shirt actor and connected takes
shoplifting/shoplifting-88.mp4,ood,HR_new_scene,Locked 1920x1080 new-scene holdout opened after model selection
shoplifting/shoplifting-89.mp4,ood,HR_new_scene,Locked 1920x1080 new-scene holdout opened after model selection
shoplifting/shoplifting-90.mp4,ood,HR_new_scene,Locked 1920x1080 new-scene holdout opened after model selection
shoplifting/shoplifting-91.mp4,ood,HR_new_scene,Locked 1920x1080 new-scene holdout opened after model selection
shoplifting/shoplifting-92.mp4,ood,HR_new_scene,Locked 1920x1080 new-scene holdout opened after model selection
shoplifting/shoplifting-93.mp4,ood,HR_new_scene,Locked 1920x1080 new-scene holdout opened after model selection
